#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.397278516   47.107896942  -13.786275026
   -3.031361332   -3.141592654  102.124890840   38.160580903  -14.819153746
   -2.921130011   -3.141592654  105.795557777   27.887258783  -15.659633102
   -2.810898690   -3.141592654  108.304139067   17.265548445  -16.277307561
   -2.700667369   -3.141592654  109.690675310    7.340163855  -16.741180252
   -2.590436048   -3.141592654  110.051380920   -1.097487311  -17.034335622
   -2.480204727   -3.141592654  109.579392121   -7.538442913  -17.233081549
   -2.369973405   -3.141592654  108.518817486  -11.676789894  -17.430564143
   -2.259742084   -3.141592654  107.146045773  -13.474203221  -17.734191703
   -2.149510763   -3.141592654  105.696847316  -13.310362609  -18.173726643
   -2.039279442   -3.141592654  104.320259524  -11.882922800  -18.901948376
   -1.929048121   -3.141592654  103.129647257   -9.988827403  -19.930122010
   -1.818816799   -3.141592654  102.130415555   -8.397423171  -21.255888136
   -1.708585478   -3.141592654  101.226022346   -7.887298096  -22.845241195
   -1.598354157   -3.141592654  100.300941081   -9.001278799  -24.566259877
   -1.488122836   -3.141592654   99.155172647  -11.871132021  -26.294618900
   -1.377891515   -3.141592654   97.590097340  -16.457973710  -27.891313720
   -1.267660194   -3.141592654   95.437865205  -22.310705859  -29.203683771
   -1.157428872   -3.141592654   92.584258057  -28.917271170  -30.094547587
   -1.047197551   -3.141592654   89.008229576  -35.460314684  -30.429538045
   -0.936966230   -3.141592654   84.755251574  -41.219593381  -30.140685957
   -0.826734909   -3.141592654   79.951673258  -45.413450089  -29.196463495
   -0.716503588   -3.141592654   74.805109058  -47.545718195  -27.633121696
   -0.606272266   -3.141592654   69.568448802  -47.137346985  -25.465452159
   -0.496040945   -3.141592654   64.536256010  -44.035504343  -22.790087056
   -0.385809624   -3.141592654   59.977024033  -38.314352832  -19.675956912
   -0.275578303   -3.141592654   56.202659509  -30.130943936  -16.199236685
   -0.165346982   -3.141592654   53.433808303  -19.801409401  -12.430797941
   -0.055115661   -3.141592654   51.893600296   -8.095619876   -8.546359325
    0.055115661   -3.141592654   51.666557293    4.426227126   -4.570515704
    0.165346982   -3.141592654   52.803840140   16.631639513   -0.655670710
    0.275578303   -3.141592654   55.230417033   27.517106572    3.067421893
    0.385809624   -3.141592654   58.732407392   36.171525394    6.490472069
    0.496040945   -3.141592654   63.015170605   41.579922722    9.487032069
    0.606272266   -3.141592654   67.697958533   43.026265982   11.959309456
    0.716503588   -3.141592654   72.303753834   40.232198727   13.796316644
    0.826734909   -3.141592654   76.376080982   33.271613871   14.952692406
    0.936966230   -3.141592654   79.476735957   22.786184127   15.396082181
    1.047197551   -3.141592654   81.275417087    9.827318539   15.200348858
    1.157428872   -3.141592654   81.591254286   -4.123477996   14.430424604
    1.267660194   -3.141592654   80.397564280  -17.412952354   13.220826270
    1.377891515   -3.141592654   77.836842936  -28.626299890   11.673380518
    1.488122836   -3.141592654   74.228515500  -36.452726853    9.946430573
    1.598354157   -3.141592654   69.983096740  -40.094596074    8.160059883
    1.708585478   -3.141592654   65.579619321  -39.282367208    6.382949958
    1.818816799   -3.141592654   61.521640010  -34.025070416    4.685006675
    1.929048121   -3.141592654   58.256868421  -25.055518627    3.046572576
    2.039279442   -3.141592654   56.121297149  -13.250544997    1.470572510
    2.149510763   -3.141592654   55.376406208    0.237643859   -0.064260745
    2.259742084   -3.141592654   56.174873891   14.237725124   -1.615105581
    2.369973405   -3.141592654   58.502455886   27.695007338   -3.229392602
    2.480204727   -3.141592654   62.231371646   39.580667064   -4.863558852
    2.590436048   -3.141592654   67.134252796   48.975780773   -6.502191999
    2.700667369   -3.141592654   72.900371880   55.311797566   -8.131617809
    2.810898690   -3.141592654   79.176018313   58.282525160   -9.680199573
    2.921130011   -3.141592654   85.604857386   57.783696120  -11.201212586
    3.031361332   -3.141592654   91.799196374   53.880457843  -12.594387580

   -3.141592654   -2.938909257   94.207066239   45.203685349  -19.491074562
   -3.031361332   -2.938909257   98.762974186   36.690949510  -20.619322927
   -2.921130011   -2.938909257  102.280137819   26.806638251  -21.444884869
   -2.810898690   -2.938909257  104.691770173   16.580097814  -21.998822746
   -2.700667369   -2.938909257  106.013502097    6.898193781  -22.272312271
   -2.590436048   -2.938909257  106.347920449   -1.315114102  -22.416619619
   -2.480204727   -2.938909257  105.863775679   -7.701603343  -22.411906812
   -2.369973405   -2.938909257  104.804113100  -11.884728348  -22.385507288
   -2.259742084   -2.938909257  103.392975853  -13.963267088  -22.430790554
   -2.149510763   -2.938909257  101.857597326  -14.245837482  -22.657273643
   -2.039279442   -2.938909257  100.352781301  -13.361317046  -23.163296663
   -1.929048121   -2.938909257   98.960450012  -12.039636946  -23.979648504
   -1.818816799   -2.938909257   97.695851761  -11.037589257  -25.108779668
   -1.708585478   -2.938909257   96.480558308  -10.875482489  -26.470223856
   -1.598354157   -2.938909257   95.208795458  -12.113603351  -27.946591421
   -1.488122836   -2.938909257   93.710887130  -14.858989085  -29.361545276
   -1.377891515   -2.938909257   91.829206734  -19.081287720  -30.587058657
   -1.267660194   -2.938909257   89.416049339  -24.239960593  -31.448021971
   -1.157428872   -2.938909257   86.411662501  -29.861489039  -31.775739028
   -1.047197551   -2.938909257   82.789867308  -35.286195794  -31.465820509
   -0.936966230   -2.938909257   78.618282115  -39.725695585  -30.449977648
   -0.826734909   -2.938909257   74.066055898  -42.664001985  -28.740545998
   -0.716503588   -2.938909257   69.301417002  -43.532315650  -26.383148521
   -0.606272266   -2.938909257   64.564836310  -42.004298626  -23.426768629
   -0.496040945   -2.938909257   60.140717708  -37.980605766  -19.995333431
   -0.385809624   -2.938909257   56.315267800  -31.426981461  -16.236442982
   -0.275578303   -2.938909257   53.315430645  -22.656226385  -12.200186196
   -0.165346982   -2.938909257   51.397756233  -12.099051150   -8.125138793
   -0.055115661   -2.938909257   50.705025913   -0.234115509   -4.049001667
    0.055115661   -2.938909257   51.342766537   12.094408778   -0.129883116
    0.165346982   -2.938909257   53.313506820   23.821004836    3.498037787
    0.275578303   -2.938909257   56.477392859   34.108750206    6.776463180
    0.385809624   -2.938909257   60.659045604   41.832140734    9.620424453
    0.496040945   -2.938909257   65.522022073   46.103383992   11.898205112
    0.606272266   -2.938909257   70.631145282   46.314628091   13.602691670
    0.716503588   -2.938909257   75.530025446   42.134038675   14.665986489
    0.826734909   -2.938909257   79.733774594   33.799089860   15.062184226
    0.936966230   -2.938909257   82.823087730   22.024473420   14.840706539
    1.047197551   -2.938909257   84.469964411    7.990019651   14.043524642
    1.157428872   -2.938909257   84.535848031   -6.798936582   12.822643597
    1.267660194   -2.938909257   83.009165533  -20.716372081   11.271632992
    1.377891515   -2.938909257   80.062305306  -32.236446655    9.511314383
    1.488122836   -2.938909257   76.049785202  -40.149815088    7.646504639
    1.598354157   -2.938909257   71.399107950  -43.703439258    5.793735338
    1.708585478   -2.938909257   66.604802893  -42.670883681    3.994242129
    1.818816799   -2.938909257   62.171587639  -37.281028554    2.221401405
    1.929048121   -2.938909257   58.544893479  -28.125798066    0.548320234
    2.039279442   -2.938909257   56.071717247  -16.272984339   -1.162085348
    2.149510763   -2.938909257   55.011379873   -2.757868500   -2.922347881
    2.259742084   -2.938909257   55.468705984   11.222871021   -4.764574435
    2.369973405   -2.938909257   57.469344857   24.576680202   -6.668192854
    2.480204727   -2.938909257   60.858357379   36.373891854   -8.662065260
    2.590436048   -2.938909257   65.420789788   45.818155055  -10.735104906
    2.700667369   -2.938909257   70.849401291   52.292126827  -12.721844392
    2.810898690   -2.938909257   76.806433149   55.429989619  -14.681076016
    2.921130011   -2.938909257   82.926196948   55.133079078  -16.485057221
    3.031361332   -2.938909257   88.852822659   51.610659568  -18.115760657

   -3.141592654   -2.736225860   90.210423918   43.118526235  -22.237613401
   -3.031361332   -2.736225860   94.549170406   35.089571468  -23.384295110
   -2.921130011   -2.736225860   97.930380522   25.748720405  -24.212040636
   -2.810898690   -2.736225860  100.248791098   16.012203191  -24.704950457
   -2.700667369   -2.736225860  101.531845587    6.771616692  -24.955337229
   -2.590436048   -2.736225860  101.857224526   -1.254853523  -24.943529165
   -2.480204727   -2.736225860  101.414313934   -7.422855229  -24.847406972
   -2.369973405   -2.736225860  100.377367033  -11.665949841  -24.678366924
   -2.259742084   -2.736225860   98.992598005  -13.928606557  -24.615695201
   -2.149510763   -2.736225860   97.428617037  -14.664701962  -24.712540187
   -2.039279442   -2.736225860   95.843715035  -14.323074002  -25.046799424
   -1.929048121   -2.736225860   94.315094213  -13.562621449  -25.672210171
   -1.818816799   -2.736225860   92.852964872  -13.074922566  -26.525366372
   -1.708585478   -2.736225860   91.393992895  -13.276919258  -27.581038411
   -1.598354157   -2.736225860   89.841389341  -14.609420506  -28.689602715
   -1.488122836   -2.736225860   88.071647762  -17.212612153  -29.655175487
   -1.377891515   -2.736225860   85.946769696  -20.878019497  -30.333137151
   -1.267660194   -2.736225860   83.381629417  -25.233301330  -30.563264931
   -1.157428872   -2.736225860   80.316315593  -29.790285115  -30.226489578
   -1.047197551   -2.736225860   76.780187997  -33.888124230  -29.215752336
   -0.936966230   -2.736225860   72.848561784  -37.008233952  -27.498227484
   -0.826734909   -2.736225860   68.669597457  -38.624251015  -25.086649136
   -0.716503588   -2.736225860   64.414873325  -38.226495964  -22.090402723
   -0.606272266   -2.736225860   60.319844005  -35.709459230  -18.607224070
   -0.496040945   -2.736225860   56.652620967  -30.892700057  -14.779412826
   -0.385809624   -2.736225860   53.620383080  -23.845864471  -10.746565886
   -0.275578303   -2.736225860   51.490251704  -14.832399463   -6.652826690
   -0.165346982   -2.736225860   50.416471947   -4.283662999   -2.635097328
   -0.055115661   -2.736225860   50.555922860    7.282301954    1.189223872
    0.055115661   -2.736225860   51.998639216   18.990611094    4.681534162
    0.165346982   -2.736225860   54.681723575   29.983068551    7.779513935
    0.275578303   -2.736225860   58.493220119   39.271514042   10.441528536
    0.385809624   -2.736225860   63.185833344   45.915111663   12.559666750
