#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  57
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.383753552   47.090423810  -13.770191769
   -3.031361332   -3.141592654  102.109629551   38.142456826  -14.801418597
   -2.921130011   -3.141592654  105.778371085   27.871189505  -15.640479851
   -2.810898690   -3.141592654  108.285350572   17.252714551  -16.257267661
   -2.700667369   -3.141592654  109.670689605    7.331388783  -16.720780066
   -2.590436048   -3.141592654  110.030676285   -1.101703876  -17.014079146
   -2.480204727   -3.141592654  109.558399195   -7.538353569  -17.213212679
   -2.369973405   -3.141592654  108.498071371  -11.672488222  -17.411475598
   -2.259742084   -3.141592654  107.125869927  -13.466961842  -17.716198566
   -2.149510763   -3.141592654  105.677600950  -13.300940423  -18.156791167
   -2.039279442   -3.141592654  104.302063660  -11.872796521  -18.886169070
   -1.929048121   -3.141592654  103.112554545   -9.979146172  -19.915385742
   -1.818816799   -3.141592654  102.114311904   -8.389328987  -21.242192428
   -1.708585478   -3.141592654  101.210682734   -7.881641209  -22.832673087
   -1.598354157   -3.141592654  100.286067627   -8.998518591  -24.555033781
   -1.488122836   -3.141592654   99.140440748  -11.871290833  -26.285085061
   -1.377891515   -3.141592654   97.575034592  -16.461339024  -27.884364580
   -1.267660194   -3.141592654   95.422382301  -22.316457454  -29.199767591
   -1.157428872   -3.141592654   92.568084101  -28.923884906  -30.094000001
   -1.047197551   -3.141592654   88.991329505  -35.466681755  -30.432799753
   -0.936966230   -3.141592654   84.737636386  -41.224957481  -30.147796998
   -0.826734909   -3.141592654   79.933609094  -45.416713316  -29.207433860
   -0.716503588   -3.141592654   74.786827430  -47.546158364  -27.647459232
   -0.606272266   -3.141592654   69.550318124  -47.134536033  -25.482377090
   -0.496040945   -3.141592654   64.518618919  -44.029411041  -22.808549398
   -0.385809624   -3.141592654   59.960218700  -38.305464065  -19.694844561
