#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -110.169781174  -53.386682162   16.622765126
   -2.951193099   -3.141592654 -118.641401965  -34.946320144   18.926938346
   -2.760793544   -3.141592654 -123.328924940  -14.561652036   20.485247650
   -2.570393989   -3.141592654 -124.391392852    2.370161772   21.379108821
   -2.379994435   -3.141592654 -122.873502991   12.193678860   21.959217325
   -2.189594880   -3.141592654 -120.230758224   14.389863936   22.769763325
   -1.999195325   -3.141592654 -117.707601454   11.625849412   24.327163581
   -1.808795770   -3.141592654 -115.828509167    8.414716247   26.841283957
   -1.618396215   -3.141592654 -114.245778763    9.073461856   30.032934564
   -1.427996661   -3.141592654 -111.978012125   15.701607368   33.177428724
   -1.237597106   -3.141592654 -107.934575070   27.334039602   35.363128164
   -1.047197551   -3.141592654 -101.459621744   40.467166311   35.831636272
   -0.856797996   -3.141592654  -92.690335270   50.683310674   34.218679125
   -0.666398442   -3.141592654  -82.566447953   54.150765309   30.597958546
   -0.475998887   -3.141592654  -72.603275889   48.817914983   25.355627474
   -0.285599332   -3.141592654  -64.510286226   34.694148317   19.010932112
   -0.095199777   -3.141592654  -59.801594293   13.779495295   12.070779531
    0.095199777   -3.141592654  -59.437092098  -10.162057129    4.999832472
    0.285599332   -3.141592654  -63.511992467  -31.876534056   -1.730237885
    0.475998887   -3.141592654  -71.045512152  -45.551250174   -7.587121280
    0.666398442   -3.141592654  -80.025728943  -46.548218256  -12.006015899
    0.856797996   -3.141592654  -87.850289281  -33.556895451  -14.533302018
    1.047197551   -3.141592654  -92.105628627  -10.024445702  -15.028697473
    1.237597106   -3.141592654  -91.453679679   16.555984067  -13.755405792
    1.427996661   -3.141592654  -86.159335870   37.352787119  -11.291914579
    1.618396215   -3.141592654  -78.025056303   45.622029946   -8.284987739
    1.808795770   -3.141592654  -69.734229999   39.034145308   -5.198746426
    1.999195325   -3.141592654  -63.960205063   19.890199118   -2.203386049
    2.189594880   -3.141592654  -62.605114087   -6.287159674    0.765441838
    2.379994435   -3.141592654  -66.378989519  -32.888356656    3.839385178
    2.570393989   -3.141592654  -74.769349669  -53.907805888    7.087390099
    2.760793544   -3.141592654  -86.274425395  -65.081760605   10.441429234
    2.951193099   -3.141592654  -98.800496413  -64.603903651   13.708139990

   -3.141592654   -2.792526803 -102.730893125  -49.367414632   25.604103395
   -2.951193099   -2.792526803 -110.605808702  -32.719268129   27.738626517
   -2.760793544   -2.792526803 -115.032365229  -13.984219103   28.747502885
   -2.570393989   -2.792526803 -116.095339249    1.932388459   28.869817374
   -2.379994435   -2.792526803 -114.675736523   11.797533625   28.611418306
   -2.189594880   -2.792526803 -112.009330967   15.218592231   28.610844371
   -1.999195325   -2.792526803 -109.140607022   14.508035374   29.395510828
   -1.808795770   -2.792526803 -106.509005610   13.353917451   31.110999376
   -1.618396215   -2.792526803 -103.863254225   15.059769400   33.374345534
   -1.427996661   -2.792526803 -100.494406717   20.959242131   35.357217874
   -1.237597106   -2.792526803  -95.676882873   29.919088683   36.083002885
   -1.047197551   -2.792526803  -89.086360071   38.937550672   34.799724798
   -0.856797996   -2.792526803  -81.050744979   44.513746541   31.244088032
   -0.666398442   -2.792526803  -72.515266659   43.788300521   25.680217141
   -0.475998887   -2.792526803  -64.836432490   35.433715023   18.746679844
   -0.285599332   -2.792526803  -59.461821623   19.797802292   11.218456246
   -0.095199777   -2.792526803  -57.611196539   -1.088345508    3.797630192
    0.095199777   -2.792526803  -59.962674743  -23.600789603   -2.965969241
    0.285599332   -2.792526803  -66.363068721  -42.683835244   -8.645351640
    0.475998887   -2.792526803  -75.626529973  -52.782310911  -12.871906721
    0.666398442   -2.792526803  -85.598159796  -49.675188576  -15.336693931
    0.856797996   -2.792526803  -93.630859947  -32.677945674  -15.886651543
    1.047197551   -2.792526803  -97.397247697   -5.934365208  -14.659228799
    1.237597106   -2.792526803  -95.763175965   22.568462141  -12.097825050
    1.427996661   -2.792526803  -89.248969013   43.976928621   -8.805189941
    1.618396215   -2.792526803  -79.868511885   52.008200473   -5.295360459
    1.808795770   -2.792526803  -70.404438014   44.996152318   -1.807475001
    1.999195325   -2.792526803  -63.513751974   25.735099260    1.711969282
    2.189594880   -2.792526803  -61.023155560   -0.152698176    5.459185174
    2.379994435   -2.792526803  -63.584568509  -26.296824599    9.562720598
    2.570393989   -2.792526803  -70.690540060  -47.086311691   13.958825259
    2.760793544   -2.792526803  -80.914989741  -58.569412989   18.369329360
    2.951193099   -2.792526803  -92.281384359  -59.058705770   22.386582034

   -3.141592654   -2.443460953  -94.070508563  -44.884522360   23.161284807
   -2.951193099   -2.443460953 -101.267918711  -30.094201541   24.913370019
   -2.760793544   -2.443460953 -105.360615725  -13.033752210   25.676447821
   -2.570393989   -2.443460953 -106.356073304    1.824466821   25.683055797
   -2.379994435   -2.443460953 -104.986016775   11.550767115   25.345477993
   -2.189594880   -2.443460953 -102.305276696   15.749887044   25.134442069
   -1.999195325   -2.443460953  -99.216674521   16.312508879   25.388834685
   -1.808795770   -2.443460953  -96.135604394   16.151707671   26.122864438
   -1.618396215   -2.443460953  -92.946926908   17.726060860   26.944962785
   -1.427996661   -2.443460953  -89.212962019   21.853009959   27.157666827
   -1.237597106   -2.443460953  -84.521748328   27.495862716   26.021248740
   -1.047197551   -2.443460953  -78.783184325   32.369666626   23.063888278
   -0.856797996   -2.443460953  -72.386409340   33.998981055   18.284383235
   -0.666398442   -2.443460953  -66.144674805   30.471577541   12.141853541
   -0.475998887   -2.443460953  -61.137622580   20.997851353    5.380427842
   -0.285599332   -2.443460953  -58.482371558    5.943642055   -1.222272742
   -0.095199777   -2.443460953  -59.105532191  -13.027466674   -7.060787919
    0.095199777   -2.443460953  -63.479252960  -32.799370851  -11.773064631
    0.285599332   -2.443460953  -71.335871371  -48.739251206  -15.196693388
    0.475998887   -2.443460953  -81.441991822  -55.571053130  -17.269463603
    0.666398442   -2.443460953  -91.641753336  -49.306481295  -17.968669623
    0.856797996   -2.443460953  -99.335104886  -29.565045724  -17.329639755
    1.047197551   -2.443460953 -102.305655025   -0.820594426  -15.516502095
    1.237597106   -2.443460953  -99.583473467   28.739995244  -12.833706350
    1.427996661   -2.443460953  -91.863342322   50.372699438   -9.652479274
    1.618396215   -2.443460953  -81.281696618   58.201597918   -6.269572186
    1.808795770   -2.443460953  -70.655637479   51.049268393   -2.811663293
    1.999195325   -2.443460953  -62.598017484   32.001303922    0.764108643
    2.189594880   -2.443460953  -58.865814116    6.648224889    4.562076557
    2.379994435   -2.443460953  -60.074932530  -18.928346161    8.612469942
    2.570393989   -2.443460953  -65.747538950  -39.493757613   12.796477172
    2.760793544   -2.443460953  -74.551523726  -51.369899312   16.844331058
    2.951193099   -2.443460953  -84.638493887  -52.942166955   20.406162590

   -3.141592654   -2.094395102  -87.636640637  -41.047316220   13.839700689
   -2.951193099   -2.094395102  -94.239584010  -27.699312813   15.084602110
   -2.760793544   -2.094395102  -98.010085874  -12.009720484   15.743202727
   -2.570393989   -2.094395102  -98.915152514    1.824627346   15.916218627
   -2.379994435   -2.094395102  -97.601754222   11.048502577   15.764233527
   -2.189594880   -2.094395102  -95.024565321   15.231822410   15.449173519
   -1.999195325   -2.094395102  -92.018974530   15.947849254   15.047991574
   -1.808795770   -2.094395102  -89.015964700   15.591248482   14.472959632
   -1.618396215   -2.094395102  -86.018033468   16.117057253   13.466082713
   -1.427996661   -2.094395102  -82.774778893   18.151048376   11.687624114
   -1.237597106   -2.094395102  -79.051801724   20.964215392    8.876402860
   -1.047197551   -2.094395102  -74.833760064   23.016685306    5.005140801
   -0.856797996   -2.094395102  -70.424352720   22.694197244    0.347895926
   -0.666398442   -2.094395102  -66.405749207   18.711067668   -4.590834266
   -0.475998887   -2.094395102  -63.552424611   10.399234971   -9.225315339
   -0.285599332   -2.094395102  -62.703265990   -2.268203714  -13.067685074
   -0.095199777   -2.094395102  -64.615668137  -18.320613345  -15.856192478
    0.095199777   -2.094395102  -69.727957361  -35.329229082  -17.582385901
    0.285599332   -2.094395102  -77.846850018  -49.072457470  -18.424589303
    0.475998887   -2.094395102  -87.858712418  -54.337912036  -18.614081271
    0.666398442   -2.094395102  -97.714028854  -46.968121662  -18.312328972
    0.856797996   -2.094395102 -104.879559166  -26.379118835  -17.556179347
    1.047197551   -2.094395102 -107.175644404    3.062997201  -16.299109703
    1.237597106   -2.094395102 -103.659595169   33.173043629  -14.488125409
    1.427996661   -2.094395102  -95.056263677   55.194570406  -12.135303499
    1.618396215   -2.094395102  -83.528226124   63.301484749   -9.329150144
    1.808795770   -2.094395102  -71.904779016   56.422776022   -6.210745703
    1.999195325   -2.094395102  -62.792220412   37.710477665   -2.921756366
    2.189594880   -2.094395102  -57.936355736   12.728147802    0.413701317
    2.379994435   -2.094395102  -57.957466632  -12.569324626    3.686883578
    2.570393989   -2.094395102  -62.412098504  -33.126269763    6.790275951
    2.760793544   -2.094395102  -70.034073128  -45.408656699    9.602211014
    2.951193099   -2.094395102  -79.060866124  -47.848682632   11.989777269

   -3.141592654   -1.745329252  -85.299696558  -38.780312294    4.782601567
   -2.951193099   -1.745329252  -91.532573852  -26.094528047    5.463774656
   -2.760793544   -1.745329252  -95.065563614  -11.129694254    5.900859167
   -2.570393989   -1.745329252  -95.871576544    1.985498861    6.041681346
   -2.379994435   -1.745329252  -94.591941036   10.539081633    5.805810158
   -2.189594880   -1.745329252  -92.174675223   14.054229859    5.095287638
   -1.999195325   -1.745329252  -89.468278286   13.938368625    3.802624163
   -1.808795770   -1.745329252  -86.953876519   12.397776480    1.828793363
   -1.618396215   -1.745329252  -84.710340951   11.329051853   -0.871266455
   -1.427996661   -1.745329252  -82.549970577   11.567152704   -4.236991940
   -1.237597106   -1.745329252  -80.235099167   12.850611041   -8.065157902
   -1.047197551   -1.745329252  -77.647275747   14.187592366  -12.013430868
   -0.856797996   -1.745329252  -74.894989946   14.330860620  -15.650974669
   -0.666398442   -1.745329252  -72.327271522   12.023042019  -18.555851099
   -0.475998887   -1.745329252  -70.516166334    6.247241834  -20.410714889
   -0.285599332   -1.745329252  -70.190513951   -3.621028483  -21.088854008
   -0.095199777   -1.745329252  -72.120664685  -17.260670076  -20.702465387
    0.095199777   -1.745329252  -76.869608379  -32.745145739  -19.583611450
    0.285599332   -1.745329252  -84.436487197  -46.030873035  -18.195295515
    0.475998887   -1.745329252  -93.898581624  -51.714363049  -16.969972472
    0.666398442   -1.745329252 -103.330521156  -45.154424767  -16.145945434
    0.856797996   -1.745329252 -110.218704004  -25.205374025  -15.672104509
    1.047197551   -1.745329252 -112.307776883    4.175114435  -15.246299618
    1.237597106   -1.745329252 -108.531287167   34.889796875  -14.473005751
    1.427996661   -1.745329252  -99.505252889   57.954092772  -13.060352299
    1.618396215   -1.745329252  -87.344208849   67.151120547  -10.953218473
    1.808795770   -1.745329252  -74.904083841   61.069400478   -8.344526088
    1.999195325   -1.745329252  -64.867072183   42.681932108   -5.559258348
    2.189594880   -1.745329252  -59.068867114   17.581206941   -2.918509565
    2.379994435   -1.745329252  -58.200597466   -8.121188483   -0.630688431
    2.570393989   -1.745329252  -61.856638331  -29.199174685    1.234599700
    2.760793544   -1.745329252  -68.781369560  -42.016882168    2.711757874
    2.951193099   -1.745329252  -77.213229299  -44.994207130    3.872693128

   -3.141592654   -1.396263402  -86.840640071  -39.049904443    1.916443166
   -2.951193099   -1.396263402  -93.119882112  -26.306924781    1.995785081
   -2.760793544   -1.396263402  -96.688871946  -11.324491179    1.973939956
