   3.9775040464   -0.7661695776    1.6848589072
   5.3119617002    1.1190757577   -0.1337944408
   4.6454400145    1.8714232147   -0.1337944408
   3.7056310749    2.2278457320   -0.1337944408
   3.9775040464   -0.7661695776   -1.9524477887
   2.1984809701   -0.5869779951    2.0035461841
   2.1984809701   -0.5869779951   -2.1964538159
   2.0252749196   -1.9048825466    1.9884501384
   3.0752749196   -1.9048825466    1.7071034863
   2.5502749196   -2.8142092205    1.7071034863
   3.0752749196   -1.9048825466   -1.9302032096
   2.5502749196   -2.8142092205   -1.9302032096
   2.0252749196   -1.9048825466   -2.2115498616
   0.7715846208   -2.2827563715    2.0314311172
  -0.2784153792   -2.2827563715    1.7500844651
   0.2465846208   -3.1920830455    1.7500844651
   1.2965846208   -3.1920830455    1.7500844651
   0.5127632637   -4.0828984506    0.9814311172
   1.5270805250   -3.9370616452    0.9814311172
   0.0269143580   -4.2462904811   -0.0685688828
   1.0247116494   -4.3674450071   -0.0685688828
   1.9645205890   -4.0110224899   -0.0685688828
  -0.4193800454   -3.6572028651   -1.1185688828
   0.5127632637   -4.0828984506   -1.1185688828
   1.5270805250   -3.9370616452   -1.1185688828
  -0.2784153792   -2.2827563715   -1.8872222308
   0.2465846208   -3.1920830455   -1.8872222308
   1.2965846208   -3.1920830455   -1.8872222308
   0.7715846208   -2.2827563715   -2.1685688828
   0.0893154934   -1.1235964438    2.0776028912
   1.1393154934   -1.1235964438    1.7962562391
  -0.4356845066   -2.0329231177    1.7962562391
  -0.4356845066   -0.2142697698   -1.8410504568
  -0.4356845066   -2.0329231177   -1.8410504568
   0.0893154934   -1.1235964438   -2.1223971088
  -1.2706155743   -0.9754506687    2.1338226787
  -0.7456155743   -1.8847773427    1.8524760267
  -0.7456155743   -0.0661239947   -1.7848306692
  -1.2706155743   -0.9754506687   -2.0661773213
  -1.1309087900   -2.1147111996    1.8693306316
  -1.6559087900   -3.0240378736    1.8693306316
  -4.2198866066   -1.6121483046    0.0506772837
  -4.2198866066   -2.6172740946    0.0506772837
  -3.7527813611   -3.5072687819    0.0506772837
  -2.9255790527   -4.0782453093    0.0506772837
  -1.1309087900   -2.1147111996   -1.7679760642
  -1.6559087900   -3.0240378736   -1.7679760642
  -1.8065842123    0.2869450674    2.1760110368
  -0.7565842123    0.2869450674    1.8946643847
  -2.3315842123    1.1962717414    1.8946643847
  -2.3315842123   -0.6223816065    1.8946643847
  -0.7565842123    0.2869450674   -1.7426423112
  -2.3315842123    1.1962717414   -1.7426423112
  -1.8065842123    0.2869450674   -2.0239889632
  -2.9917947690    0.4579592555    2.0856746888
  -2.5017947690    1.3066641512    1.8230844802
  -3.4817947690    1.3066641512    1.8230844802
  -3.9717947690    0.4579592555    1.8230844802
  -3.4817947690   -0.3907456402    1.8230844802
  -4.3650281366    1.4556716980    1.1056746888
  -4.6892045604    0.4579592555    1.1056746888
  -4.3650281366   -0.5397531870    1.1056746888
  -3.9717947690    2.1553690469    0.1256746888
  -4.6892045604    1.4379592555    0.1256746888
  -4.9517947690    0.4579592555    0.1256746888
  -4.6892045604   -0.5220407445    0.1256746888
  -4.3650281366    1.4556716980   -0.8543253112
  -4.6892045604    0.4579592555   -0.8543253112
  -4.3650281366   -0.5397531870   -0.8543253112
  -3.4817947690    1.3066641512   -1.5717351026
  -3.9717947690    0.4579592555   -1.5717351026
  -3.4817947690   -0.3907456402   -1.5717351026
  -2.9917947690    0.4579592555   -1.8343253112
  -0.9307180076    1.3679889031    2.1593119387
  -0.4057180076    2.2773155770    1.8779652866
  -0.4057180076    0.4586622291    1.8779652866
  -0.4057180076    2.2773155770   -1.7593414093
  -1.9807180076    1.3679889031   -1.7593414093
  -0.4057180076    0.4586622291   -1.7593414093
  -0.9307180076    1.3679889031   -2.0406880613
  -0.5168537819    2.6858697308    1.9251206608
  -1.8256751390    4.4860118100    1.1564673129
  -2.3115240447    4.6494038405    0.1064673129
  -3.1387263530    4.0784273131    0.1064673129
  -1.8256751390    4.4860118100   -0.9435326871
  -0.5168537819    2.6858697308   -1.7121860351
  -1.0418537819    3.5951964048   -1.7121860351
   0.4617282727    1.3018923500    2.1036172736
   1.5117282727    1.3018923500    1.8222706215
  -0.0632717273    2.2112190239    1.8222706215
  -0.0632717273    0.3925656760    1.8222706215
   1.5117282727    1.3018923500   -1.8150360744
  -0.0632717273    2.2112190239   -1.8150360744
   0.4617282727    1.3018923500   -2.0963827264
   1.1575243803    2.2817719950    1.9529586577
   2.1375243803    2.2817719950    1.6903684492
   1.6475243803    3.1304768907    1.6903684492
   0.6675243803    3.1304768907    1.6903684492
   2.8549341718    2.2817719950    0.9729586577
   2.5307577480    3.2794844375    0.9729586577
   1.6820528523    3.8961046380    0.9729586577
   0.6329959084    3.8961046380    0.9729586577
